0,100,90,3,2
1,100,91,3,3
1,101,91,3,3
2,100,1,0,1
3,100,2,0,1
5,100,6,1,0
6,100,96,3,3
6,101,96,3,3
7,100,97,3,3
7,101,6,0,1
8,100,9,1,0
10,100,20,2,0
11,100,21,3,0
11,101,1,0,2
12,100,11,1,2
13,100,12,1,2
15,100,16,2,1
16,101,6,0,2
18,100,19,2,1
20,100,30,2,0
21,100,31,3,0
21,101,11,0,3
22,100,21,1,2
23,100,22,1,2
25,100,26,2,1
26,100,36,3,0
26,101,16,0,3
27,100,37,3,0
27,101,28,2,1
28,100,29,2,1
30,100,40,2,0
31,100,41,3,0
31,101,41,3,0
32,100,31,1,2
33,100,32,1,2
35,100,36,2,1
36,100,46,3,0
36,101,46,3,0
37,100,47,3,0
38,100,39,2,1
40,100,50,2,0
41,100,51,3,0
41,101,51,3,0
42,100,41,1,2
43,100,42,1,2
45,100,46,2,1
46,100,56,3,0
46,101,56,3,0
47,100,57,3,0
47,101,46,1,2
48,100,49,2,1
50,100,100,4,0
51,100,50,1,1
51,101,61,3,0
52,100,51,1,2
53,100,52,1,2
55,100,56,2,1
56,100,57,2,1
56,101,66,3,0
57,100,58,2,1
58,100,59,2,1
60,100,50,0,2
61,100,51,0,3
61,101,71,3,0
62,100,61,1,2
63,100,62,1,2
65,100,66,2,1
66,101,76,3,0
67,101,66,1,2
68,100,69,2,1
70,100,60,0,2
71,100,61,0,3
72,100,71,1,2
73,100,72,1,2
75,100,76,2,1
76,100,66,0,3
77,100,67,0,3
78,100,79,2,1
80,100,70,0,2
81,100,71,0,3
81,101,71,0,3
82,100,81,1,2
83,100,82,1,2
85,100,86,2,1
86,100,76,0,3
86,101,76,0,3
87,100,77,0,3
87,101,86,1,2
88,100,89,2,1
90,100,80,0,2
91,100,81,0,3
91,101,81,0,3
92,100,91,1,2
93,100,92,1,2
95,100,96,2,1
96,100,86,0,3
96,101,86,0,3
97,100,87,0,3
98,100,99,2,1
100,101,50,0,4
