1,101,101,4,0
2,101,1,0,1
3,101,2,0,1
6,101,7,1,0
7,101,8,1,0
11,101,1,0,2
13,101,12,1,2
16,100,15,1,2
16,101,17,2,1
18,101,8,0,2
21,101,11,0,3
23,101,22,1,2
26,101,27,2,1
28,101,18,0,3
31,101,21,0,3
32,101,22,0,3
33,101,32,1,2
36,101,37,2,1
37,101,27,0,3
38,101,28,0,3
41,101,31,0,3
42,101,32,0,3
43,101,42,1,2
47,101,37,0,3
48,101,38,0,3
51,101,61,3,0
53,101,52,1,2
58,101,68,3,0
61,101,71,3,0
63,101,62,1,2
68,101,78,3,0
71,101,81,3,0
72,101,82,3,0
73,101,72,1,2
77,101,87,3,0
78,101,88,3,0
81,101,91,3,0
82,101,92,3,0
83,101,82,1,2
86,100,85,1,2
86,101,87,2,1
87,101,97,3,0
88,101,98,3,0
91,101,1,3,3
92,101,2,3,3
93,101,92,1,2
96,100,95,1,2
96,101,97,2,1
97,101,7,3,3
98,101,8,3,3
101,100,1,0,4
