0,100,1,0,0
0,101,1,0,0
1,100,91,3,3
1,101,2,1,0
2,100,92,3,3
2,101,92,3,3
3,100,2,0,1
3,101,93,3,3
4,100,3,0,1
4,101,3,0,1
5,100,4,0,1
5,101,4,0,1
6,100,5,0,1
6,101,5,0,1
7,100,97,3,3
7,101,97,3,3
8,100,98,3,3
8,101,9,1,0
9,100,0,1,2
9,101,0,1,2
10,100,11,1,1
10,101,11,1,1
11,100,21,3,0
11,101,12,2,1
12,100,22,3,0
12,101,2,0,2
13,100,12,1,2
13,101,3,0,2
14,100,13,1,2
14,101,13,1,2
15,100,14,1,2
15,101,14,1,2
16,100,17,2,1
16,101,15,1,2
17,100,27,3,0
17,101,7,0,2
18,100,28,3,0
18,101,17,1,2
19,100,10,2,3
19,101,10,2,3
20,100,21,1,1
20,101,21,1,1
21,100,31,3,0
21,101,22,2,1
22,100,32,3,0
22,101,12,0,3
23,100,22,1,2
23,101,13,0,3
24,100,23,1,2
24,101,23,1,2
25,100,24,1,2
25,101,24,1,2
26,100,27,2,1
26,101,25,1,2
27,100,37,3,0
27,101,17,0,3
28,100,38,3,0
28,101,29,2,1
29,100,20,2,3
29,101,20,2,3
30,100,31,1,1
30,101,31,1,1
31,100,41,3,0
31,101,32,2,1
32,100,42,3,0
32,101,42,3,0
33,100,32,1,2
33,101,43,3,0
34,100,33,1,2
34,101,33,1,2
35,100,34,1,2
35,101,34,1,2
36,100,37,2,1
36,101,35,1,2
37,100,47,3,0
37,101,47,3,0
38,100,48,3,0
38,101,37,1,2
39,100,30,2,3
39,101,30,2,3
40,100,41,1,1
40,101,41,1,1
41,100,51,3,0
41,101,42,2,1
42,100,52,3,0
42,101,52,3,0
43,100,42,1,2
43,101,53,3,0
44,100,43,1,2
44,101,43,1,2
45,100,44,1,2
45,101,44,1,2
46,100,47,2,1
46,101,45,1,2
47,100,57,3,0
47,101,57,3,0
48,100,58,3,0
48,101,47,1,2
49,100,40,2,3
49,101,40,2,3
50,100,51,1,1
50,101,51,1,1
51,100,100,4,0
51,101,52,2,1
52,100,51,1,2
52,101,62,3,0
53,100,52,1,2
53,101,63,3,0
54,100,53,1,2
54,101,53,1,2
55,100,54,1,2
55,101,54,1,2
56,100,57,2,1
56,101,55,1,2
57,100,58,2,1
57,101,67,3,0
58,100,59,2,1
58,101,57,1,2
59,100,50,2,3
59,101,50,2,3
60,100,61,1,1
60,101,61,1,1
61,100,51,0,3
61,101,62,2,1
62,100,52,0,3
62,101,72,3,0
63,100,62,1,2
63,101,73,3,0
64,100,63,1,2
64,101,63,1,2
65,100,64,1,2
65,101,64,1,2
66,100,67,2,1
66,101,65,1,2
67,100,57,0,3
67,101,77,3,0
68,100,58,0,3
68,101,67,1,2
69,100,60,2,3
69,101,60,2,3
70,100,71,1,1
70,101,71,1,1
71,100,61,0,3
71,101,72,2,1
72,100,62,0,3
72,101,73,2,1
73,100,72,1,2
73,101,101,4,0
74,100,73,1,2
74,101,73,1,2
75,100,74,1,2
75,101,74,1,2
76,100,77,2,1
76,101,75,1,2
77,100,67,0,3
77,101,76,1,2
78,100,68,0,3
78,101,77,1,2
79,100,70,2,3
79,101,70,2,3
80,100,81,1,1
80,101,81,1,1
81,100,71,0,3
81,101,82,2,1
82,100,72,0,3
82,101,72,0,3
83,100,82,1,2
83,101,73,0,3
84,100,83,1,2
84,101,83,1,2
85,100,84,1,2
85,101,84,1,2
86,100,87,2,1
86,101,85,1,2
87,100,77,0,3
87,101,77,0,3
88,100,78,0,3
88,101,87,1,2
89,100,80,2,3
89,101,80,2,3
90,100,91,1,1
90,101,91,1,1
91,100,81,0,3
91,101,92,2,1
92,100,82,0,3
92,101,82,0,3
93,100,92,1,2
93,101,83,0,3
94,100,93,1,2
94,101,93,1,2
95,100,94,1,2
95,101,94,1,2
96,100,97,2,1
96,101,95,1,2
97,100,87,0,3
97,101,87,0,3
98,100,88,0,3
98,101,97,1,2
99,100,90,2,3
99,101,90,2,3
100,101,51,0,4
101,100,73,0,4
